sample_id	ENA sample id	sanger_sample_id	sanger_name	type	run	lane	tag	type	lanetag	lasonder	is_control	pass_filter
PfG.656	ERS1544755	3429STDY6396376	8F_SC_Pfal_6E	SC	19715	6	56	PfG	656	Female	FALSE	TRUE
PfG.657	ERS1544756	3429STDY6396377	8G_SC_Pfal_6E	SC	19715	6	57	NA	NA	NA	FALSE	FALSE
PfG.658	ERS1544757	3429STDY6396378	8H_SC_Pfal_6E	SC	19715	6	58	NA	NA	NA	FALSE	FALSE
PfG.659	ERS1544758	3429STDY6396379	9A_SC_Pfal_3E	SC	19715	6	59	PfG	659	Female	FALSE	TRUE
PfG.660	ERS1544759	3429STDY6396380	9B_SC_Pfal_3E	SC	19715	6	60	PfG	660	Female	FALSE	TRUE
PfG.661	ERS1544760	3429STDY6396381	9C_SC_Pfal_3E	SC	19715	6	61	PfG	661	Female	FALSE	TRUE
PfG.662	ERS1544761	3429STDY6396382	9D_SC_Pfal_3E	SC	19715	6	62	PfG	662	Female	FALSE	TRUE
PfG.663	ERS1544762	3429STDY6396383	9E_SC_Pfal_6E	SC	19715	6	63	NA	NA	NA	FALSE	FALSE
PfG.664	ERS1544763	3429STDY6396384	9F_SC_Pfal_6E	SC	19715	6	64	PfG	664	Female	FALSE	TRUE
PfG.665	ERS1544764	3429STDY6396385	9G_SC_Pfal_6E	SC	19715	6	65	NA	NA	NA	FALSE	FALSE
PfG.666	ERS1544765	3429STDY6396386	9H_SC_Pfal_6E	SC	19715	6	66	NA	NA	NA	FALSE	FALSE
PfG.667	ERS1544766	3429STDY6396387	10A_SC_Pfal_3E	SC	19715	6	67	PfG	667	Female	FALSE	TRUE
PfG.668	ERS1544767	3429STDY6396388	10B_SC_Pfal_3E	SC	19715	6	68	PfG	668	Female	FALSE	TRUE
PfG.669	ERS1544768	3429STDY6396389	10C_SC_Pfal_3E	SC	19715	6	69	PfG	669	Female	FALSE	TRUE
PfG.670	ERS1544769	3429STDY6396390	10D_SC_Pfal_3E	SC	19715	6	70	PfG	670	Female	FALSE	TRUE
PfG.671	ERS1544770	3429STDY6396391	10E_SC_Pfal_6E	SC	19715	6	71	NA	NA	NA	FALSE	FALSE
PfG.672	ERS1544771	3429STDY6396392	10F_SC_Pfal_6E	SC	19715	6	72	PfG	672	Female	FALSE	TRUE
PfG.673	ERS1544772	3429STDY6396393	10G_SC_Pfal_6E	SC	19715	6	73	PfG	673	Female	FALSE	TRUE
PfG.674	ERS1544773	3429STDY6396394	10H_SC_Pfal_6E	SC	19715	6	74	PfG	674	Female	FALSE	TRUE
PfG.675	ERS1544774	3429STDY6396395	11A_SC_Pfal_3E	SC	19715	6	75	NA	NA	NA	FALSE	FALSE
PfG.676	ERS1544775	3429STDY6396396	11B_SC_Pfal_3E	SC	19715	6	76	NA	NA	NA	FALSE	FALSE
PfG.677	ERS1544776	3429STDY6396397	11C_SC_Pfal_3E	SC	19715	6	77	NA	NA	NA	FALSE	FALSE
PfG.678	ERS1544777	3429STDY6396398	11D_SC_Pfal_3E	SC	19715	6	78	NA	NA	NA	FALSE	FALSE
PfG.679	ERS1544778	3429STDY6396399	11E_SC_Pfal_6E	SC	19715	6	79	NA	NA	NA	FALSE	FALSE
PfG.680	ERS1544779	3429STDY6396400	11F_SC_Pfal_6E	SC	19715	6	80	NA	NA	NA	FALSE	FALSE
PfG.681	ERS1544780	3429STDY6396401	11G_SC_Pfal_6E	SC	19715	6	81	NA	NA	NA	FALSE	FALSE
PfG.682	ERS1544781	3429STDY6396402	11H_SC_Pfal_6E	SC	19715	6	82	NA	NA	NA	FALSE	FALSE
PfG.483	ERS1544614	3429STDY6396235	12A_100_Pfal_1E	HCell	19715	4	83	NA	NA	NA	TRUE	FALSE
PfG.484	ERS1544615	3429STDY6396236	12A_100_Pfal_4E	HCell	19715	4	84	NA	NA	NA	TRUE	FALSE
PfG.583	ERS1544698	3429STDY6396319	12A_100_Pfal_2E	HCell	19715	5	83	NA	NA	NA	TRUE	FALSE
PfG.584	ERS1544699	3429STDY6396320	12A_100_Pfal_5E	HCell	19715	5	84	NA	NA	NA	TRUE	FALSE
PfG.683	ERS1544782	3429STDY6396403	12A_100_Pfal_3E	HCell	19715	6	83	NA	NA	NA	TRUE	FALSE
PfG.684	ERS1544783	3429STDY6396404	12A_100_Pfal_6E	HCell	19715	6	84	NA	NA	NA	TRUE	FALSE
